2022-01-26 00:50:23 INFO  Main - App started!
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [0, 0]: New value: 9.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [0, 1]: New value: 3.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [0, 2]: New value: 2.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [0, 3]: New value: 4.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [0, 5]: New value: 7.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [0, 6]: New value: 5.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [1, 0]: New value: 4.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [1, 1]: New value: 8.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [1, 2]: New value: 7.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [1, 3]: New value: 9.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [1, 4]: New value: 2.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [1, 5]: New value: 5.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [1, 7]: New value: 7.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [1, 8]: New value: 3.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [2, 0]: New value: 1.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [2, 1]: New value: 5.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [2, 2]: New value: 7.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [2, 4]: New value: 6.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [2, 5]: New value: 8.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [2, 7]: New value: 2.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [2, 8]: New value: 4.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [3, 0]: New value: 2.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [3, 1]: New value: 2.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [3, 2]: New value: 2.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [3, 3]: New value: 3.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [3, 5]: New value: 4.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [3, 6]: New value: 7.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [3, 7]: New value: 5.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [4, 0]: New value: 1.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [4, 1]: New value: 4.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [4, 3]: New value: 2.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [4, 4]: New value: 5.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [4, 5]: New value: 6.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [5, 0]: New value: 5.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [5, 1]: New value: 1.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [5, 2]: New value: 3.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [5, 3]: New value: 7.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [5, 4]: New value: 8.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [5, 5]: New value: 9.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [5, 6]: New value: 2.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [5, 7]: New value: 4.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [6, 0]: New value: 8.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [6, 1]: New value: 9.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [6, 2]: New value: 4.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [6, 3]: New value: 5.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [6, 5]: New value: 3.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [6, 7]: New value: 1.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [7, 0]: New value: 2.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [7, 1]: New value: 3.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [7, 2]: New value: 5.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [7, 3]: New value: 8.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [7, 4]: New value: 4.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [7, 7]: New value: 9.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [7, 8]: New value: 7.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [8, 0]: New value: 3.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [8, 1]: New value: 7.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [8, 4]: New value: 9.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [8, 5]: New value: 2.
2022-01-26 00:50:29 INFO  SudokuBoardController - Field [8, 8]: New value: 5.
2022-01-26 00:50:29 WARN  WindowController - Sudoku successfully loaded from DB
